symbol,display_symbol,canonical_symbol,meaning,meaning_len,alt_meaning_count,source_row_count
YILDIRIM,Yildirim,yildirim,"Rüyada gökten yıldırım düştüğünü ve bilhassa yağmur gibi yağdığını görmek, o mahalde vuku bulacak harp dolayısıyla bela ve fitnenin zuhuruna ve kan dökülmesine delâlet eder. Rüyada yıldırım düşerken kendisini yaktığını görmek, o şehrin istilaya uğramasına veya orada zuhur edecek fitne ve fesada yahut şiddetli harbe delâlet eder. Yine rüyada yıldırımın bir yere düştüğünü görmek, azab ile tâbir olunur. Çünkü yıldırım düştüğü yeri helak eder. Rüyada yıldırımın düştüğünü görmek, fırtına, dolu, hastalık, afet ve birtakım belalara delâlet eder. Yine yıldırım düştüğü yere zalim bir hükümdarın gelmesine de delâlet eder. Rüyada hasta bir kimsenin evine yıldırım düştüğünü görmesi, onun ölümüdür. Rüyada birbiri ardınca bağ ve bahçelere ve ekin tarlalarına yıldırımlar düştüğünü görmek, afet, bela, musibet, vergi, zam ve zulüm ve fesada delâlet eder. Rüyada bir yere yıldırım düştüğünü ve faydalı şeyleri yaktığını görmek, borca ve orada çıkacak kıtlığa ve yokluğa işarettir. Rüyada her şeyin şiddetli olarak geldiğini görmek, korkuya, hastalığa, kıtlığa, sıkıntı ve darlığa delâlet eder. İbn-i Sîrîn hazretleri demiştir ki: Rüyada şiddetli rüzgar estiğini görmek, o mahal halkına şiddetli korku hasıl olacağına: ağaçları kökünden sökecek derecede şiddetli rüzgar görmek, yine o mahal halkına veba, kıtlık v.s. gibi bir bela ve musibetin geleceğine delâlet eder. Rüyada içinde hasta olan bir eve yıldırım düştüğünü görmek, o hastanın vefatına delâlet eder. Yine bir kimsenin rüyada bulunduğu şehire yıldırım düştüğünü ve oraları yaktığını görmesi, devlet başkanının o şehire gelmesi sebebiyle çıkacak fitne ve fesada veya kıtlığa delâlet eder.",1642,1,2
YILDIZ,Yildiz,yildiz,"Bir kimsenin rüyada yıldız görmesi, insanların şereflilerinden biri olarak tâbir edilir. Rüyada yıldızları emdiğini görmek, âlimlerin ilimlerinden istifadeye ilim ve hikmet öğrenmeye ve irfan nuru ile gıdalanmaya delâlet eder. Rüyada ışık saçan parlak bir yıldız görmek, sevinç, ferah ve sürura işarettir. Bir kimsenin rüyada evinde kendi yanında birtakım parlak yıldızların toplanmış olduğunu görmesi, yanında halkın ileri gelen ve şereflilerinin toplanmasına delâlet eder. Eğer rüyada görülen yıldızlar parlak değilse, bu kere de, halkın ileri gelenleri ve şereflileri kendilerine erişen bir musibetten dolayı onun yanında toplanırlar. Rüyada büyük yıldızların düştüğünü görmek, insanların reisinin hoca, üstad ve mütehassısların kuvvetine delâlet eder. Rüyada kendisinin büyük ve parlak bir yıldız haline geldiğini görmek, zenginliğe alâmettir. Rüyada yıldızlara mâlik olduğunu görmek, insanların ileri gelenlerinin muhabbet ve sevgisine mâlik olmaya delâlet eder. Rüyada bir yıldızı alıp elinde tuttuğunu görmek, şerefli ve kadri yüce bir kadına ve ondan olacak akıllı bir çocuğa delâlet eder. Rüyada bir yıldızı alıp elinde tuttuğunu görmek, şerefli ve kadri yüce bir kadına ve ondan olacak akıllı bir çocuğa delâlet eder. Rüyada zühre yıldızının doğduğunu görmek, izzet ve ikbâle, müşteri yıldızının doğduğunu görmek, ömrün sonuna kadar safa ve sürür içinde yaşamaya delâlet eder. Bir kimsenin rüyada yıldızlardan birisine bindiğini görmesi, devlet, kuvvet, memuriyet, hayır ve menfaate delâlet eder. Rüyada büyük ışıklı ve parlak yıldızları görmek, hayır, ihsan, nimet, menfaat ve güzel bilgiye delâlet eder. Bir adamın rüyada yıldızların başı ucunda olduğunu görmesi, şerefli bir zata hizmet etmesine ve bu sayede halk arasında üstün olmasına delâlet eder. Rüyada yıldızların gökten yere düşmesi ve parça parça olması birçok kavmin helake uğramasına ve silinip gitmelerine delâlet eder. Yine rüyada gökte bulunan yıldızların düştüğünü görmek, rüya sahibinin yıldız mesabesinde bulunan saçlarının dökülmesine işarettir. YILDIZLARI GÜTMEK: Rüyada bu işe ehil bir kimsenin yıldızları güttüğünü görmesi, halk üzerine vali olmayadelâlet eder. Rüyada kendi evinde nice nice yıldızların bulunduğunu görmek, yıldız mesabesinde kıymetli evlatların vücuda geleceğine delâlet eder.",2278,2,4
YIRTICI KUŞLAR,Yirtici Kuşlar,yirtici kuşlar,"Bir kimsenin rüyada yırtıcı kuşun pençesini görmesi, düşman üzerine galibiyete delâlet eder ve o kimse zafer bulur. Zira bu kuşun pençesi, kendisini korumak için bir kalkan vazifesi görür. Rüyada yırtıcı kuşun hücumuna uğradığını görmek, şiddetli bir düşmana işarettir. Yine rüyada bu kuş ile boğuştuğunu, kuşun pençesini kopardığını görmek, düşmana zafer bulmaya delâlet eder.",377,1,2
YIRTIK,Yirtik,yirtik,"Rüyada elbisesini yırtık halde görmek, iyi değildir. Çünkü insan eski ve yırtık elbiseyi elden çıkarmak ister. Eski ve yırtık elbiseleri almak fakirliğe, satmak fakirliğin gitmesine delâlet eder.",195,1,2
YIRTMAK,Yirtmak,yirtmak,"Rüyada üzerindeki elbiseyi yırttığını görmek, pişmanlık ve üzüntüye delâlet eder.",81,1,2
YOK OLMAK,Yok Olmak,yok olmak,"Rüyada yok olmak, faydalı şeyleri iptal etmeye, hastalığa, kıskançlığa, ziraat ve ticaretin verimsiz olmasına alâmettir. Tasavvuf ehline göre, rüyada yok olmak, varlığa delâlettir.",180,1,2
YOKSULLUK,Yoksulluk,yoksulluk,"Rüyada yoksulluk, dinde salâha ve halinde sebat ve devama delâlet eder. Bazı kere de rüyada yoksul olduğunu görmek, zenginliğe delâlet eder. Rüyada bir yoksula hizmet ve iyilik ettiğini görmek, salih kimselerle arkadaş olmaya, Allah indinde çok nasibe ve güzel bir sona delâlet eder.",283,1,2
YOL,Yol,yol,"Rüyada tek şerit halinde ve dümdüz bir yol görmek, İslama, hidayete, sıdk ve vefaya; eğri büğrü çeşitlik yollar görmek, dinde olmayan bidatlara delâlet eder. Bir kimsenin rüyada yolun dışında yürüdüğünü görmesi, dinde fesada ve bozukluğa işarettir. Rüyada yol görmek, beş şekilde tâbir olunur: a) Kocaya gitmiş kadın, b) Helal kazanç, c) Doğruluk ve her nefs için takdir edilen ölüm, d) Sünnet, e) İslâm. Bir kimsenin rüyada devlet reisini sarp bir yolda yürüyor görmesi, o yerde adaletin icra edileceğine işarettir. Rüyada doğru yol görmek, Allahu Teâlâ'nın kitabına, Peygamber-i Zîşan'ın sünnetine veya bir şeyhe ya da bir mürşide uymaya delâlet eder. Deniz içinde yol görmek, üzüntü, sıkıntı ve darlıktan kurtulmaya delâlet eder.",732,1,2
YOL AZIĞI,Yol Aziği,yol aziği,"Rüyada yol azığı hazırladığını görmek, karada ve denizde yolculuk etmeye, bir yerden diğer bir yere göçmeye delâlet eder.",121,1,2
YOL ÜZERİ,Yol Üzeri̇,yol üzeri̇,"Rüyada yol üzerinde insanlara eza ve cefa veren bir şeyi kaldırdığını görmek, imana, sadaka vermeye, günahlardan temizlenmeye, güzel ve yumuşak huylu olmaya delâlet eder. Yine rüyada yol üzerinden eza veren şeyleri kaldırdığını görmek, mertebenin yüksekliğine, emir ve nehye, iyilik ve hayra delâlet eder. Bunun zıddına insanların geçeceği yola, diken, taş veya insanları rahatsız edecek bir şey koyduğunu görmek, kötü söz söylemeye, insanları eli ve dili ile rahatsız etmeye, şer ve fena işlere delâlet eder.",509,1,2
YOLCULUK,Yolculuk,yolculuk,"Rüyada en iyi sefer, Kabe istikametine yapılandır. Bu sebeple Kabe istikametinde yola çıktığını görmek, Allahu Teâlâ'nın hoşnutluğuna işarettir. Yolculuk rüyası, salâh erbabı için ganimet, izzet, meşakkat ve sıkıntıdan kurtulmağa delâlet eder. Rüyada bulunduğu mekândan daha güzel bir yere gitmek üzere yola çıktığını görmek, halin güzelliğine ve muradın husulüne delâlet eder. Ebu Saidü'l-Vaaz demiştir ki: Rüyada yol görmek, üç vech ile tâbir olunur: a) Bir mekândan diğer mekâna intikal, b) Bir halden diğer bir hale dönüş, c) Sefer. Ryada bir hastanın uzak bir yola yolculuk ettiğini veya bir evden hiç bilmediği bir eve taşındığını görmesi, onun ölümüne delâlet eder. Bir kimsenin rüyada yolculuktan döndüğünü görmesi, işin bitmesine ve isteğin yerine gelmesine alâmettir. Rüyada yaya olarak yola çıktığını görmek, rüya sahibinin üzerinde birikecek borca delâlet eder.",873,1,2
YOLCULUKTAN DÖNMEK,Yolculuktan Dönmek,yolculuktan dönmek,"Rüyada yolculuktan döndüğünü görmek, rüya sahibinin üzerine vacip olan şeyi ödemesine alâmettir. Bazı kere de yolculuktan döndüğünü görmek, üzüntü ve şiddetten, yaramaz şeylerden halâs olmağa, nimete ermeye, günahtan tevbeye, iyi ve güzel hale delâlet eder. Bilirsiniz ki: Tevbe günahtan dönmektir. Bu sebeple yolculuktan dönmek, günahtan dönmek gibi tâbir edilmiştir. Bir kimsenin rüyada bir başkasının yolculuktan döndüğünü görmesi, şiddetten sonra ferahlığa, hastalıktan afiyete ve insanın önceki haline dönmesine işarettir. Eer o yolcunun gelişi sevinç ve sürür veriyorsa, hayır ve menfaat kat kat artar. Şayet üzüntü ve keder hâsıl oluyorsa, bu durumda korktuğu bir şeye düşmeye delâlet eder.",697,1,2
YOLDAN SAPMAK,Yoldan Sapmak,yoldan sapmak,"Bir kimsenin rüyada düz ve doğru bir yoldan saptığını görmesi, Hak ve hidayetten uzaklaşmaya ve şerli adamların izini takip etmeye delâlet eder. Rüyada eğri büğrü bir yoldan çıkıp, düz ve doğru bir yola girdiğini görmek, sapıklığı terk ederek hidayete ermeye, kitap ve sünnete uymaya ve dinde salâha delâlet eder. Bir kimsenin rüyada yolunu kaybettiğini görmesi, batıl şeylere dalmaya işarettir. Eğer doğru yolu bulursa selâmete ve feraha erişir.",446,1,2
YONTULMUŞ TAŞ,Yontulmuş Taş,yontulmuş taş,"Bir kimsenin rüyada kiremit ve tuğla yerine yontulmuş taş ile bina yaptığını görmesi, izzet, şeref, talih ve uzun arzuya ve korkudan emin olmaya delâlete der. Rüyada kerpiç yerine kiremit ve tuğla ile bina yaptığını görmek, yücelik ve rızka ve menfaate delâlet eder. Rüyada âdi ve bayağı taşlarla bina inşa ettiğini görmek, fakirlik ve zillete işarettir.",354,1,2
YORGAN,Yorgan,yorgan,"Bir adamın rüyada geceleyin bir yorgan alıp onun içinde uyuduğunu görmesi, hayırlı bir zevceye ve feraha delâlet eder. Bazı kere de rüyada yorgan görmek, rahatlık, kuvvet, emniyet, faydalı kadın ve dinlenmek ile tâbir edilir. Rüyada yorgan ve çarşaf görmek, kuvvet ve itimad sahibi güzel bir kadına delâlet eder. Bir kimsenin rüyada inciden yapılmış bir yorgan görmesi, zevcesinin dinde salahına ve Kur'ân-ı Kerim'i ezberlemesine alâmettir. Yine yorgan görmek, erkeğin kendisiyle yatacağı kadına delâlet eder.",509,1,2
YOĞURT KURUSU,Yoğurt Kurusu,yoğurt kurusu,"Bir kimsenin rüyada yoğurt kurusu görmesi, beyaz ekmek ve rızka delâlet eder. Bazı kere de rüyada yoğurt kurusu görmek, az bir zahmetle elde edilen rızka işarettir. Yoğurt kurusunun tiridini görmek, eğer onda yağ varsa çok faydalı bayağı bir ticarete alâmettir. Rüyada yoğurt yediğini görmek, helal kazanca, yoğurt ekşi ise haram para elde etmeye işarettir. Yine rüyada tatlı yoğurt görmek, helal mala, faydalı rızka, ekşi yoğurt, haram mala ve pişmanlığa delâlet eder.",469,1,2
YUFKA,Yufka,yufka,"Rüyada yufka ekmek görmek, geniş ve bol rızka ve helal kazanca delâlet eder. Yufka ekmeği yediğini görmek de aynen böyle tâbir edilir. Rüyada elinde bulunan yufka ekmekleri yediğini görmek, geçimin orta halli olmasına delâlet eder. Rüyada elinde iki yufka ekmek olduğunu ve birbirinden bir diğerinden yediğini görmek, bir nikahla iki kız kardeşi bir arada tutmaya delâlet eder.",377,1,2
YULAF,Yulaf,yulaf,"Rüyada yulaf görmek, hayır ve menfaate delâlet eder.",52,1,2
YULAR,Yular,yular,"Bir kimsenin rüyada elinde bir yular olduğunu görmesi, mal, menfaat, taat ve tevazuya delâlet eder. Rüyada bir kimsenin boynuna ip takıp onu istediği cihete çektiğini görmek, o kimse üzerine âmir olmaya ve onu dilediği gibi gütmeye delâlet eder.",245,1,2
YULAR SAPI,Yular Sapi,yular sapi,"Rüyada bir kimsenin elinde yular sapı olduğunu görmesi, güç işleri kolaylaştırmaya işarettir. Yular sapı görmek, hayır veya şerre inkiyad etmeye de alâmettir.",158,1,2
YUMAK,Yumak,yumak,"Rüyada iplik yumağı görmek, geçim sahipleri için faydaya ve hayırlı rızka delâlet eder. Bazı kere de rüyada iplik yumağı görmek, basiretli hareket eden ve akıllıca davranan hizmetçiye veya uzun ömre delâlet eder. Çünkü iplik yumağı çözüldüğü zaman uzayıp gider.",261,1,2
YUMRUK,Yumruk,yumruk,"Rüyada yumrukla vurduğunu görmek, diliyle cömertlik gösterip eliyle bir şey vermemeye delâlet eder. Yumrukla vurmak, Müslümanlar arasında hatalı söz söylemeye de işarettir. Rüyada yumrukla bir yılanın başını ezdiğini görmek, düşman üzerine galip gelmeye, kuvvet ve kudrete delâlet eder. Bazı kere de yumrukla vurmak, intikam almaya veya bir yerden borç para istemeye işarettir.",377,1,2
YUMURTA,Yumurta,yumurta,"Bir kimsenin rüyada taze pişmiş yumurta görmesi, kolaylıkla elde edilen rızka işarettir. Rüyada tavuğun yumurtladığını görmek, çocuk ile tâbir olunur. Rüyada çiğ yumurta yemek, haram mala delâlet eder. Çiğ yumurta yediğini görmek, hüzün ve kedere işarettir. Cafer-i Sâdık (r.a.) demiştir ki: Rüyada yumurta görmek, dokuz şekilde tâbir olunur: a) Evlat, b) Ehl-i Beyt, c) Mal, d) İzzet, e) Rütbe, f) Hacet talip etmek, g) Murada ermek, h) Hizmetçi, ı) Zevce. Rüyada elinde taze pişmiş yumurta olduğunu görmek, zor ve çetin işlerin halledilmesine ve mala delâlet eder. Bazı kere de rüyada yumurta görmek, güzel kadınlara, hısım, akraba ve dostların bir araya toplanmalarına ve para biriktirmeye delâlet eder. Rüyada taze bir yumurtayı kırıp yağda pişirdiğini ve yediğini görmek, izzet, ferahlık, sevinç, rızık, menfaat ve mala alâmettir. Bir kimsenin rüyada papağan kuşunun yumurtasını görmesi, takva sahibi ve iffetli bir hizmetçiye delâlet eder. Turna kuşunun yumurtasını görmek, fakir ve miskin evlada işarettir. Rüyada kendisine bir yumurta verildiğini görmek, şerefli ve aziz bir çocuğun olmasına işarettir. Bazı kere de yumurta, evlat, zevce, hizmetçi ve mala delâlet eder. Rüyada pişmiş yumurtayı soyduğunu görmek, hizmetçilerinin malına nailiyete işarettir. Bundan dolayı yumurtanın beyazı gümüş, sarısı altın ile tâbir olunur. Rüyada kucağına beyaz bir tavuğu aldığını ve tavuğun piliçler çıkardığını görmek, zor ve imkansız bir işin meydana çıkmasına ve rüya sahibinin imanlı bir evladı olacağına işarettir.",1515,1,2
YUMUŞAK HUY,Yumuşak Huy,yumuşak huy,"Rüyada yumuşak huylu, tatlı sözlü, güler yüzlü olduğunu görmek, Sünnet-i Seniyye'ye ittibaya, din büyüklerinin yolunda gitmeye, hayır ve ülfete delâlet eder. Nablusî demiştir ki: Kadri ve şanı yüce kimselerin rüyada insanların rezillerine karşı yumuşak davranmaları, kadir ve şanlarının noksanlığına ve makamlarının elden gitmesine delâlet eder.",345,1,2
YUNUS,Yunus,yunus,"Rüyada Sure-i Yûnus'u veya ondan bir parçayı okuduğunu veya üzerine okunduğunu görmek, geniş ve bol rızka delâlet eder. Cafer-i Sâdık hazretleri buyururlar ki: O kişinin sözü ve ibadeti güzel ve makbul olur. Bazı kere de bu sûreyi okuyan kimseye Cenâb-ı Hak ilim ve güzel itikad verip ondan hilekarların hilesini ve sihirbazların sihrini uzaklaştırır. Bu sûreyi rüyada görmek ve okumak, takva ve verâ sahibi olmaya da delâlet eder.",431,1,2
YUNUS (A.S.),Yunus (A.S.),yunus,"Rüyada Yunus (a.s.)'ı görmek, işte acele etmeye, iyi ve güzel bir hayat sürmeye, Hak rızası için nefsini azarlamaya ve çok çok Rabbini zikretmeye delâlet eder.",159,1,2
YUNUS BALIĞI,Yunus Baliği,yunus baliği,"Rüyada Yunus balığı görmek, ülfete, hayırlı rızka, ve insanlarla hoş geçinmeye delâlet eder. Çünkü Yunus balığı insanlara karşı sevgilerle doludur.",147,1,2
YUSUF,Yusuf,yusuf,"Bir kimsenin rüyada Sûre-i Yusuf u veya ondan bir parçayı okuduğunu görmesi, Ibn-i Kesir'e göre, akrabalarından düşmanı çok olmaya delâlet eder. Çünkü kardeşleri de Yusuf (a.s)'a hased etmişler ve onu kuyuya atmışlardı. Bazı kere de rüyada bu mübarek sureyi okuduğunu görmek, fakirlikten sonra zenginliğe, zilletten izzete, sıkıntıdan feraha ermeye delâlet eder. Hazret-i Yusuf kölelikten sonra Mısır tahtına sultan olmuştu. Ibn-i Sîrîn hazretleri derler ki: Rüyasında Sûre-i Yûsuf u tamamen veya kısmen okuduğunu yahut okunduğunu görmek, önce zulme duçar olmaya ve fakat arkasından hayır ve nimete ermeye delâlet eder.",619,1,2
YUSUF (A.S.),Yusuf (A.S.),yusuf,"Rüyada Allah'ın aziz peygamberi ve cihanın güzeli Yusuf (a.s.)'ı görmek, cemale, mülk ve hidayete, rüya tâbirinde isabete, irfan ve marifet nuruna ermeye, düşman üzerine zafer bulmaya, fakirlikten zenginliğe, şan ve şöhrete, kadri yüce bir şahsa meftun olmaya delâlet eder. Bir kimsenin rüyada Yusuf (a.s.)'ın kendisine bir şey verdiğini veya kendisiyle konuştuğunu görmesi, rüya tâbirinde eşsiz olmaya, tarih ilmini bilmeye ve yabancı bir yerde hayra ermeye, devlete nailiyete delâlet eder. Bir kimsenin rüyada Yusuf (a.s.)'ın gömleğini görmesi, üzüntü ve kederden halâs olmaya ve hastalıktan şifa bulmaya delalet eder. Çünkü Yakub (a.s.) Yusuf un gömleğini gözlerine sürdüğünde gözleri şifa bulmuştu. Eğer rüyada görülen gömlekte kan varsa, bu rüya, ayrılığa, hapse girmeğe; gömlekte yırtık varsa, itham edilmeye delâlet eder. Çünkü bütün bunlar Hazret-i Yusuf un başına gelmiştir. Rüyada Yusuf (a.s)'ı gören kadının nimeti elinden gider. Tıpkı Züleyha gibi. Fakat Züleyha gibi kadri ve şanı yüce ise, tevbe ve istiğfar eder ve o kadının tevbesi yüce Rabbi tarafından kabul edilir. Sonra murad ve maksadına kavuşur. Fakir ise zengin olur, dünya ve ahiret saadetine erişir. Rüyada Hazret-i Yusuf u görmek, yabancı bir yerde hayra ve nimete erişmeye işarettir. Eğer hapis ise, kurtulur ve düşmanlarına karşı zafer bulur. Eğer kayıpsa, vatanına selâmetle döner. Dünyada bir muradı varsa muradına nail olur.",1405,1,2
